PID,Trial,ResponseTime,Function
190920_06992_0,1,33,2
190920_06992_0,2,21,1
190920_06992_0,3,46,3
190920_06992_0,4,24,3
190920_06992_0,5,10,3
190920_06992_0,6,16,3
190920_06992_0,7,25,1
190920_06992_0,8,9,3
190920_06992_0,9,27,2
190920_06992_0,10,20,2
190920_06992_0,11,22,1
190920_06992_0,12,26,2
190920_06992_0,13,21,1
190920_06992_0,14,12,2
190920_06992_0,15,15,1
190920_06992_0,16,17,2
190920_06992_0,17,23,1
190920_06992_0,18,34,1
190920_06992_0,19,42,2
190920_06992_0,20,17,3
190920_06992_0,21,34,3
190920_06992_0,22,24,2
190920_06992_0,23,12,2
190920_06992_0,24,40,2
190920_06992_0,25,21,3
190920_06992_0,26,25,1
190920_06992_0,27,34,3
190920_06992_0,28,18,3
190920_06992_0,29,21,1
190920_06992_0,30,50,2
190920_06992_0,31,30,1
190920_06992_0,32,26,3
190920_06992_0,33,18,1
190920_06992_0,34,50,1
190920_06992_0,35,28,3
190920_06992_0,36,24,2
190920_06992_0,37,27,3
190920_06992_0,38,23,3
190920_06992_0,39,28,2
190920_06992_0,40,13,2
190920_06992_0,41,28,1
190920_06992_0,42,14,1
190920_06992_0,43,8,1
190920_06992_0,44,29,3
190920_06992_0,45,24,2
