PID,Trial,ResponseTime,Function
191104_03828_0,1,9,3
191104_03828_0,2,11,1
191104_03828_0,3,12,3
191104_03828_0,4,30,1
191104_03828_0,5,24,2
191104_03828_0,6,20,1
191104_03828_0,7,20,2
191104_03828_0,8,26,3
191104_03828_0,9,23,2
191104_03828_0,10,8,3
191104_03828_0,11,8,2
191104_03828_0,12,21,2
191104_03828_0,13,8,3
191104_03828_0,14,22,1
191104_03828_0,15,8,1
191104_03828_0,16,25,3
191104_03828_0,17,15,3
191104_03828_0,18,21,1
191104_03828_0,19,19,2
191104_03828_0,20,12,2
191104_03828_0,21,8,2
191104_03828_0,22,17,2
191104_03828_0,23,19,2
191104_03828_0,24,19,1
191104_03828_0,25,18,1
191104_03828_0,26,12,3
191104_03828_0,27,19,1
191104_03828_0,28,22,2
191104_03828_0,29,10,1
191104_03828_0,30,17,1
191104_03828_0,31,9,3
191104_03828_0,32,8,3
191104_03828_0,33,18,3
191104_03828_0,34,18,3
191104_03828_0,35,14,3
191104_03828_0,36,8,1
191104_03828_0,37,20,1
191104_03828_0,38,14,2
191104_03828_0,39,17,3
191104_03828_0,40,20,1
191104_03828_0,41,18,3
191104_03828_0,42,8,2
191104_03828_0,43,9,2
191104_03828_0,44,19,2
191104_03828_0,45,13,1
